注文ID,注文日,顧客ID,商品ID,商品名,カテゴリ,単価,数量,小計,割引率,割引額,売上金額,地域,支払方法
ORD02904,2024-04-02,C0698,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,仙台,銀行振込
ORD02905,2024-12-30,C0119,P006,外付けHDD,記憶媒体,10000,1,10000,15,1500,8500,仙台,コンビニ払い
ORD02906,2024-07-07,C0069,P010,スマートフォン,電子機器,80000,1,80000,15,12000,68000,東京,代引き
ORD02907,2024-01-27,C0372,P009,タブレット,電子機器,50000,3,150000,0,0,150000,札幌,クレジットカード
ORD02908,2024-05-12,C0276,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,京都,銀行振込
ORD02909,2024-07-06,C0305,P004,マウス,周辺機器,3000,2,6000,5,300,5700,京都,代引き
ORD02910,2024-02-27,C0595,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,札幌,コンビニ払い
ORD02911,2024-04-12,C0209,P005,USBメモリ,記憶媒体,2000,2,4000,10,400,3600,東京,代引き
ORD02912,2024-04-28,C0032,P008,スキャナー,周辺機器,20000,3,60000,10,6000,54000,福岡,銀行振込
ORD02913,2024-03-04,C0086,P009,タブレット,電子機器,50000,2,100000,5,5000,95000,大阪,銀行振込
ORD02914,2024-05-02,C0438,P009,タブレット,電子機器,50000,3,150000,0,0,150000,東京,コンビニ払い
ORD02915,2024-09-16,C0070,P009,タブレット,電子機器,50000,2,100000,10,10000,90000,仙台,銀行振込
ORD02916,2024-09-02,C0010,P009,タブレット,電子機器,50000,4,200000,0,0,200000,札幌,コンビニ払い
ORD02917,2024-04-04,C0321,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,名古屋,クレジットカード
ORD02918,2024-08-15,C0852,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,福岡,代引き
ORD02919,2024-04-25,C0104,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,大阪,代引き
ORD02920,2024-08-05,C0286,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,広島,コンビニ払い
ORD02921,2024-02-14,C0956,P008,スキャナー,周辺機器,20000,2,40000,5,2000,38000,名古屋,コンビニ払い
ORD02922,2024-10-28,C0215,P002,モニター,電子機器,35000,3,105000,0,0,105000,広島,銀行振込
ORD02923,2024-10-27,C0910,P010,スマートフォン,電子機器,80000,5,400000,0,0,400000,広島,コンビニ払い
ORD02924,2024-05-14,C0602,P006,外付けHDD,記憶媒体,10000,1,10000,10,1000,9000,東京,クレジットカード
ORD02925,2024-02-27,C0568,P001,ノートPC,電子機器,120000,3,360000,10,36000,324000,仙台,コンビニ払い
ORD02926,2024-04-26,C0928,P010,スマートフォン,電子機器,80000,1,80000,10,8000,72000,福岡,代引き
ORD02927,2024-03-24,C0609,P002,モニター,電子機器,35000,1,35000,10,3500,31500,広島,代引き
ORD02928,2024-05-27,C0400,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,札幌,代引き
ORD02929,2024-11-13,C0597,P010,スマートフォン,電子機器,80000,3,240000,5,12000,228000,仙台,コンビニ払い
ORD02930,2024-03-28,C0337,P009,タブレット,電子機器,50000,3,150000,5,7500,142500,仙台,銀行振込
ORD02931,2024-09-22,C0184,P002,モニター,電子機器,35000,5,175000,0,0,175000,名古屋,クレジットカード
ORD02932,2024-08-13,C0624,P010,スマートフォン,電子機器,80000,2,160000,10,16000,144000,大阪,銀行振込
ORD02933,2024-06-02,C0655,P009,タブレット,電子機器,50000,3,150000,0,0,150000,京都,クレジットカード
ORD02934,2024-08-24,C0542,P001,ノートPC,電子機器,120000,2,240000,10,24000,216000,札幌,代引き
ORD02935,2024-06-17,C0436,P002,モニター,電子機器,35000,2,70000,0,0,70000,京都,銀行振込
ORD02936,2024-09-24,C0085,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,名古屋,銀行振込
ORD02937,2024-11-22,C0515,P001,ノートPC,電子機器,120000,1,120000,10,12000,108000,仙台,コンビニ払い
ORD02938,2024-10-01,C0252,P002,モニター,電子機器,35000,1,35000,10,3500,31500,京都,クレジットカード
ORD02939,2024-05-20,C0909,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,東京,銀行振込
ORD02940,2024-02-23,C0049,P008,スキャナー,周辺機器,20000,2,40000,10,4000,36000,仙台,代引き
ORD02941,2024-03-16,C0600,P009,タブレット,電子機器,50000,4,200000,5,10000,190000,福岡,銀行振込
ORD02942,2024-07-10,C0763,P002,モニター,電子機器,35000,3,105000,10,10500,94500,東京,コンビニ払い
ORD02943,2024-01-07,C0690,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,広島,クレジットカード
ORD02944,2024-03-03,C0807,P002,モニター,電子機器,35000,5,175000,0,0,175000,大阪,クレジットカード
ORD02945,2024-05-07,C0486,P009,タブレット,電子機器,50000,1,50000,10,5000,45000,札幌,銀行振込
ORD02946,2024-11-26,C0250,P006,外付けHDD,記憶媒体,10000,2,20000,0,0,20000,広島,クレジットカード
ORD02947,2024-10-20,C0847,P001,ノートPC,電子機器,120000,5,600000,0,0,600000,大阪,クレジットカード
ORD02948,2024-01-22,C0901,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,名古屋,代引き
ORD02949,2024-04-18,C0072,P008,スキャナー,周辺機器,20000,1,20000,5,1000,19000,仙台,コンビニ払い
ORD02950,2024-04-15,C0937,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,京都,クレジットカード
ORD02951,2024-04-21,C0411,P006,外付けHDD,記憶媒体,10000,3,30000,10,3000,27000,福岡,銀行振込
ORD02952,2024-06-29,C0722,P004,マウス,周辺機器,3000,3,9000,0,0,9000,東京,代引き
ORD02953,2024-10-05,C0376,P006,外付けHDD,記憶媒体,10000,2,20000,0,0,20000,札幌,コンビニ払い
ORD02954,2024-12-06,C0882,P004,マウス,周辺機器,3000,1,3000,10,300,2700,広島,コンビニ払い
ORD02955,2024-05-02,C0191,P010,スマートフォン,電子機器,80000,2,160000,10,16000,144000,仙台,代引き
ORD02956,2024-02-29,C0253,P002,モニター,電子機器,35000,2,70000,0,0,70000,広島,クレジットカード
ORD02957,2024-12-03,C0483,P003,キーボード,周辺機器,8000,3,24000,5,1200,22800,京都,銀行振込
ORD02958,2024-08-21,C0609,P001,ノートPC,電子機器,120000,1,120000,10,12000,108000,広島,コンビニ払い
ORD02959,2024-07-28,C0303,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,名古屋,クレジットカード
ORD02960,2024-07-12,C0837,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,広島,クレジットカード
ORD02961,2024-01-18,C0982,P002,モニター,電子機器,35000,3,105000,5,5250,99750,仙台,銀行振込
ORD02962,2024-06-20,C0420,P009,タブレット,電子機器,50000,3,150000,0,0,150000,札幌,クレジットカード
ORD02963,2024-07-10,C0686,P002,モニター,電子機器,35000,1,35000,5,1750,33250,東京,銀行振込
ORD02964,2024-09-08,C0147,P004,マウス,周辺機器,3000,1,3000,0,0,3000,京都,コンビニ払い
ORD02965,2024-04-16,C0894,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,大阪,代引き
ORD02966,2024-11-20,C0465,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,大阪,銀行振込
ORD02967,2024-10-30,C0590,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,広島,クレジットカード
ORD02968,2024-08-02,C0712,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,東京,銀行振込
ORD02969,2024-03-29,C0962,P009,タブレット,電子機器,50000,5,250000,0,0,250000,京都,代引き
ORD02970,2024-06-12,C0852,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,仙台,コンビニ払い
ORD02971,2024-03-10,C0273,P008,スキャナー,周辺機器,20000,1,20000,5,1000,19000,福岡,クレジットカード
ORD02972,2024-11-24,C0123,P007,プリンター,周辺機器,25000,3,75000,10,7500,67500,大阪,コンビニ払い
ORD02973,2024-05-18,C0970,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,福岡,クレジットカード
ORD02974,2024-09-16,C0482,P008,スキャナー,周辺機器,20000,1,20000,10,2000,18000,京都,代引き
ORD02975,2024-09-19,C0220,P004,マウス,周辺機器,3000,3,9000,0,0,9000,広島,代引き
ORD02976,2024-08-31,C0097,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,福岡,クレジットカード
ORD02977,2024-11-05,C0965,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,仙台,銀行振込
ORD02978,2024-09-19,C0559,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,名古屋,コンビニ払い
ORD02979,2024-03-09,C0994,P006,外付けHDD,記憶媒体,10000,2,20000,0,0,20000,東京,代引き
ORD02980,2024-02-04,C0626,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,東京,代引き
ORD02981,2024-08-18,C0275,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,札幌,クレジットカード
ORD02982,2024-01-11,C0707,P001,ノートPC,電子機器,120000,3,360000,5,18000,342000,札幌,クレジットカード
ORD02983,2024-10-16,C0381,P004,マウス,周辺機器,3000,1,3000,0,0,3000,福岡,クレジットカード
ORD02984,2024-01-31,C0317,P010,スマートフォン,電子機器,80000,2,160000,10,16000,144000,大阪,銀行振込
ORD02985,2024-03-14,C0029,P005,USBメモリ,記憶媒体,2000,3,6000,5,300,5700,京都,銀行振込
ORD02986,2024-07-18,C0210,P005,USBメモリ,記憶媒体,2000,3,6000,15,900,5100,名古屋,銀行振込
ORD02987,2024-07-10,C0813,P002,モニター,電子機器,35000,2,70000,10,7000,63000,名古屋,銀行振込
ORD02988,2024-05-28,C0177,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,広島,クレジットカード
ORD02989,2024-02-25,C0037,P009,タブレット,電子機器,50000,3,150000,0,0,150000,福岡,代引き
ORD02990,2024-07-14,C0705,P009,タブレット,電子機器,50000,2,100000,0,0,100000,広島,銀行振込
ORD02991,2024-01-26,C0560,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,広島,コンビニ払い
ORD02992,2024-12-21,C0798,P003,キーボード,周辺機器,8000,1,8000,5,400,7600,東京,クレジットカード
ORD02993,2024-10-31,C0915,P006,外付けHDD,記憶媒体,10000,1,10000,5,500,9500,広島,銀行振込
ORD02994,2024-02-05,C0420,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,東京,クレジットカード
ORD02995,2024-06-22,C0321,P008,スキャナー,周辺機器,20000,2,40000,10,4000,36000,東京,クレジットカード
ORD02996,2024-02-19,C0342,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,東京,クレジットカード
ORD02997,2024-08-24,C0092,P004,マウス,周辺機器,3000,3,9000,5,450,8550,福岡,クレジットカード
ORD02998,2024-12-01,C0096,P008,スキャナー,周辺機器,20000,1,20000,5,1000,19000,大阪,銀行振込
ORD02999,2024-10-03,C0762,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,京都,クレジットカード
ORD03000,2024-12-01,C0191,P007,プリンター,周辺機器,25000,2,50000,5,2500,47500,大阪,クレジットカード
ORD03001,2024-05-09,C0762,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,広島,クレジットカード
ORD03002,2024-09-10,C0561,P002,モニター,電子機器,35000,5,175000,0,0,175000,大阪,コンビニ払い
ORD03003,2024-01-04,C0251,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,広島,クレジットカード
ORD03004,2024-03-15,C0878,P004,マウス,周辺機器,3000,2,6000,0,0,6000,名古屋,銀行振込
ORD03005,2024-07-03,C0016,P003,キーボード,周辺機器,8000,1,8000,15,1200,6800,名古屋,代引き
ORD03006,2024-04-02,C0774,P004,マウス,周辺機器,3000,3,9000,0,0,9000,大阪,銀行振込
ORD03007,2024-12-06,C0313,P001,ノートPC,電子機器,120000,3,360000,10,36000,324000,京都,コンビニ払い
ORD03008,2024-04-02,C0214,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,名古屋,コンビニ払い
ORD03009,2024-11-24,C0231,P006,外付けHDD,記憶媒体,10000,2,20000,0,0,20000,名古屋,コンビニ払い
ORD03010,2024-07-28,C0618,P002,モニター,電子機器,35000,3,105000,15,15750,89250,札幌,クレジットカード
ORD03011,2024-12-12,C0848,P003,キーボード,周辺機器,8000,2,16000,10,1600,14400,仙台,代引き
ORD03012,2024-02-27,C0109,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,大阪,クレジットカード
ORD03013,2024-06-12,C0175,P009,タブレット,電子機器,50000,3,150000,0,0,150000,広島,コンビニ払い
ORD03014,2024-12-25,C0822,P005,USBメモリ,記憶媒体,2000,3,6000,20,1200,4800,広島,代引き
ORD03015,2024-09-02,C0691,P009,タブレット,電子機器,50000,4,200000,10,20000,180000,広島,銀行振込
ORD03016,2024-04-19,C0930,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,東京,代引き
ORD03017,2024-06-08,C0524,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,福岡,コンビニ払い
ORD03018,2024-12-02,C0113,P009,タブレット,電子機器,50000,1,50000,20,10000,40000,東京,コンビニ払い
ORD03019,2024-05-29,C0088,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,広島,代引き
ORD03020,2024-01-23,C0755,P001,ノートPC,電子機器,120000,2,240000,10,24000,216000,福岡,コンビニ払い
ORD03021,2024-11-07,C0236,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,札幌,代引き
ORD03022,2024-09-18,C0968,P007,プリンター,周辺機器,25000,2,50000,5,2500,47500,東京,銀行振込
ORD03023,2024-03-01,C0421,P004,マウス,周辺機器,3000,3,9000,10,900,8100,仙台,代引き
ORD03024,2024-08-09,C0173,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,大阪,銀行振込
ORD03025,2024-04-12,C0888,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,東京,代引き
ORD03026,2024-06-17,C0003,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,東京,クレジットカード
ORD03027,2024-01-10,C0255,P009,タブレット,電子機器,50000,3,150000,5,7500,142500,札幌,コンビニ払い
ORD03028,2024-08-20,C0627,P004,マウス,周辺機器,3000,3,9000,0,0,9000,東京,クレジットカード
ORD03029,2024-09-21,C0093,P009,タブレット,電子機器,50000,5,250000,10,25000,225000,大阪,代引き
ORD03030,2024-03-01,C0594,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,大阪,コンビニ払い
ORD03031,2024-10-17,C0702,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,京都,銀行振込
ORD03032,2024-08-21,C0968,P010,スマートフォン,電子機器,80000,3,240000,10,24000,216000,京都,クレジットカード
ORD03033,2024-07-17,C0308,P001,ノートPC,電子機器,120000,3,360000,10,36000,324000,大阪,コンビニ払い
ORD03034,2024-09-02,C0042,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,東京,クレジットカード
ORD03035,2024-11-01,C0701,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,福岡,銀行振込
ORD03036,2024-08-10,C0976,P002,モニター,電子機器,35000,1,35000,0,0,35000,京都,クレジットカード
ORD03037,2024-02-19,C0095,P009,タブレット,電子機器,50000,1,50000,0,0,50000,仙台,代引き
ORD03038,2024-06-17,C0986,P009,タブレット,電子機器,50000,1,50000,10,5000,45000,札幌,銀行振込
ORD03039,2024-01-10,C0825,P004,マウス,周辺機器,3000,3,9000,0,0,9000,東京,クレジットカード
ORD03040,2024-07-04,C0285,P004,マウス,周辺機器,3000,2,6000,5,300,5700,広島,コンビニ払い
ORD03041,2024-01-16,C0967,P008,スキャナー,周辺機器,20000,2,40000,5,2000,38000,札幌,代引き
ORD03042,2024-10-24,C0453,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,名古屋,クレジットカード
ORD03043,2024-02-18,C0274,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,東京,銀行振込
ORD03044,2024-12-27,C0156,P009,タブレット,電子機器,50000,1,50000,20,10000,40000,名古屋,銀行振込
ORD03045,2024-09-19,C0992,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,東京,銀行振込
ORD03046,2024-07-19,C0355,P003,キーボード,周辺機器,8000,1,8000,20,1600,6400,大阪,コンビニ払い
ORD03047,2024-05-14,C0233,P006,外付けHDD,記憶媒体,10000,1,10000,5,500,9500,仙台,銀行振込
ORD03048,2024-07-29,C0353,P005,USBメモリ,記憶媒体,2000,1,2000,5,100,1900,京都,クレジットカード
ORD03049,2024-01-05,C0635,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,大阪,銀行振込
ORD03050,2024-10-09,C0119,P006,外付けHDD,記憶媒体,10000,1,10000,10,1000,9000,広島,クレジットカード
ORD03051,2024-11-17,C0355,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,東京,代引き
ORD03052,2024-12-06,C0063,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,京都,銀行振込
ORD03053,2024-04-22,C0419,P001,ノートPC,電子機器,120000,3,360000,5,18000,342000,東京,クレジットカード
ORD03054,2024-02-13,C0535,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,名古屋,コンビニ払い
ORD03055,2024-02-14,C0206,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,名古屋,コンビニ払い
ORD03056,2024-02-05,C0031,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,札幌,代引き
ORD03057,2024-01-06,C0446,P008,スキャナー,周辺機器,20000,3,60000,5,3000,57000,仙台,銀行振込
ORD03058,2024-05-12,C0994,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,札幌,銀行振込
ORD03059,2024-03-14,C0873,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,札幌,コンビニ払い
ORD03060,2024-01-13,C0341,P002,モニター,電子機器,35000,3,105000,0,0,105000,福岡,クレジットカード
ORD03061,2024-07-06,C0988,P008,スキャナー,周辺機器,20000,3,60000,5,3000,57000,札幌,コンビニ払い
ORD03062,2024-03-17,C0572,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,広島,クレジットカード
ORD03063,2024-09-08,C0168,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,仙台,クレジットカード
ORD03064,2024-12-13,C0404,P003,キーボード,周辺機器,8000,2,16000,5,800,15200,京都,クレジットカード
ORD03065,2024-09-17,C0958,P007,プリンター,周辺機器,25000,2,50000,5,2500,47500,仙台,コンビニ払い
ORD03066,2024-03-19,C0980,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,京都,コンビニ払い
ORD03067,2024-10-06,C0810,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,札幌,コンビニ払い
ORD03068,2024-08-27,C0593,P002,モニター,電子機器,35000,3,105000,0,0,105000,東京,銀行振込
ORD03069,2024-07-04,C0999,P001,ノートPC,電子機器,120000,1,120000,15,18000,102000,大阪,代引き
ORD03070,2024-09-13,C0997,P010,スマートフォン,電子機器,80000,4,320000,0,0,320000,名古屋,銀行振込
ORD03071,2024-04-30,C0315,P006,外付けHDD,記憶媒体,10000,2,20000,0,0,20000,東京,代引き
ORD03072,2024-08-02,C0971,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,大阪,銀行振込
